"CASE_ID","MERCHANT_ID","OPENED_DATE","CASE_CATEGORY","PRIORITY","CASE_THEME","CASE_TEXT"
"CS-001015",130202,"2025-09-17","Terminal Fault","P2 - High","terminal_fault","PAX A920 intermittently reboots during transaction processing since Sunday, causing 8 incomplete sales totaling €756.40 and significant customer frustration. Device completes restart cycle in 90 seconds but issue recurs every 30-45 minutes without pattern."
"CS-001016",809181,"2025-06-12","Terminal Fault","P1 - Critical","terminal_fault","Merchant called in this morning saying their terminal won't connect to the network at all. They've tried restarting it twice but still getting a connection error message. Is there something specific I should walk them through or does this need escalating?"
"CS-001017",1025,"2025-08-09","Terminal Fault","P2 - High","terminal_fault","The card reader on this device seems to have stopped working - when customers insert their chip cards nothing happens. Merchant mentioned it was working fine yesterday afternoon but started having issues around 9am today. Should I arrange a replacement or is there a fix we can try first?"
"CS-001018",520694,"2025-06-17","Terminal Fault","P2 - High","terminal_fault","Receipt printer isn't printing anything even though the transactions are going through successfully. The merchant processed about €450 in sales this morning but customers aren't getting receipts. Is this something that can be fixed remotely or do they need a new terminal?"
"CS-001019",32139,"2025-08-09","Terminal Fault","P2 - High","terminal_fault","Terminal at a café in Dublin keeps showing ""firmware update required"" but the merchant doesn't know how to do that. They're worried about losing business during lunch rush. Can someone help me understand how to guide them through the update process?"
"CS-001020",21986,"2025-06-04","Terminal Fault","P2 - High","terminal_fault","Device won't turn on at all this morning. Merchant in Lyon says they've checked the power cable and it's plugged in properly. They have about 30-40 transactions per day normally. What should be my next troubleshooting step?"
"CS-001021",1036636,"2025-06-07","Terminal Fault","P2 - High","terminal_fault","The screen is frozen on a Mastercard transaction from yesterday evening for €87.50. Merchant tried holding down the power button but nothing changes. Is there a hard reset procedure I should know about for this situation?"
"CS-001022",294574,"2025-09-24","Terminal Fault","P2 - High","terminal_fault","Merchant in Berlin reports their terminal keeps disconnecting from WiFi every few minutes. They've processed only 3 transactions today because of constant reconnection issues. Should I suggest switching to ethernet or is there another solution?"
"CS-001023",1220719,"2025-06-07","Terminal Fault","P2 - High","terminal_fault","Card reader makes a strange beeping noise when cards are inserted but doesn't read them. Started happening on Tuesday morning. Merchant is asking if this is covered under warranty. How do I check that and what's the next step?"
"CS-001024",46281,"2025-08-10","Terminal Fault","P1 - Critical","terminal_fault","The contactless function stopped working on a terminal in Amsterdam. Chip and PIN still work fine but customers can't tap their cards anymore. Merchant processes a lot of small transactions under €50 so this is quite urgent for them. Any ideas what might cause this?"
"CS-001025",2313,"2025-08-06","Terminal Fault","P1 - Critical","terminal_fault","Terminal is showing a software version error message that the merchant doesn't understand. They sent me a photo and it says something about incompatible software. Is this something that happens after updates? How do I help them resolve it?"
"CS-001026",1692902,"2025-08-22","Terminal Fault","P1 - Critical","terminal_fault","Receipt printer is printing but everything comes out completely faded and unreadable. Merchant in Porto changed the paper roll but it's still the same. Could this be a printer head issue or something else?"
"CS-001027",2,"2025-09-11","Terminal Fault","P2 - High","terminal_fault","Device keeps rebooting itself randomly throughout the day. Happened four times yesterday and twice already this morning. Merchant is getting frustrated because it interrupts transactions. Should I log this for a replacement?"
"CS-001028",1152775,"2025-07-26","Terminal Fault","P2 - High","terminal_fault","Terminal won't accept Visa cards but Mastercard works perfectly fine. This seems really odd to me. Merchant in Brussels noticed it started on Friday. Is this a configuration problem or a hardware fault?"
"CS-001029",3,"2025-06-22","Terminal Fault","P2 - High","terminal_fault","The keypad buttons are not responding properly - merchant has to press really hard for numbers to register. Makes entering amounts difficult especially during busy periods. They do around €2000 in daily sales. Is this a common issue with older terminals?"
"CS-001030",217541,"2025-08-10","Terminal Fault","P2 - High","terminal_fault","Merchant called saying their terminal worked fine all week but won't connect this Monday morning. They're in a small town in Austria and wondering if there's a network outage. How do I check if there are any known issues in their area?"
"CS-001031",99,"2025-08-23","Terminal Fault","P1 - Critical","terminal_fault","The display screen has gone very dim and is hard to read even in normal lighting. Terminal still processes payments but customers struggle to see the amount. Merchant is asking if brightness can be adjusted or if this means the device is failing."
"CS-001032",1486100,"2025-06-17","Terminal Fault","P2 - High","terminal_fault","Card reader keeps saying ""card error"" for multiple different cards that work fine in other shops. Merchant in Milan tested with their own personal cards and got the same message. Does this sound like the reader needs replacing?"
"CS-001033",2,"2025-07-20","Terminal Fault","P2 - High","terminal_fault","Terminal printed a receipt showing €45.00 but the transaction actually processed for €54.00. Merchant is worried about the discrepancy and whether other amounts might be wrong. Is this a printer issue or something more serious with the transaction processing?"
"CS-001034",1648076,"2025-08-24","Terminal Fault","P2 - High","terminal_fault","Device is showing ""connection timeout"" errors for about half of the transactions attempted today. The other half go through normally. Merchant in Athens is confused why it's so inconsistent. What could cause intermittent connection problems like this?"
"CS-001035",1705162,"2025-06-04","Terminal Fault","P1 - Critical","terminal_fault","The terminal won't complete the initialization process when turned on. It gets stuck on a loading screen and just stays there. Merchant needs to open their shop in Rotterdam in an hour. Is there a quick fix or should I arrange emergency replacement?"
"CS-001036",1653197,"2025-08-11","Terminal Fault","P2 - High","terminal_fault","Receipt printer keeps jamming even with new paper rolls installed correctly. Merchant has cleared it three times today already. They're asking if there's a technique to loading the paper that might help or if the mechanism is broken."
"CS-001037",1987033,"2025-08-05","Terminal Fault","P1 - Critical","terminal_fault","Terminal is displaying all the menus in the wrong language after a restart. Merchant in Spain says it's showing German text and they can't navigate to change it back. How do I help them access language settings when they can't read the options?"
"CS-001038",307896,"2025-08-28","Terminal Fault","P2 - High","terminal_fault","Card reader responds very slowly - takes about 30 seconds after card insertion before prompting for PIN. Merchant says this is frustrating customers and slowing down their queue. Started happening yesterday afternoon. Is this a performance issue that can be fixed?"
